(63,3997390, 13,0828537),
(63,3995018, 13,0835201),
(63,3993787, 13,0838693),
(63,3968096, 13,0894109),
(63,3965764, 13,0897937),
(63,3932038, 13,0937284),
(63,3897087, 13,0990777),
(63,3888167, 13,1016930),
(63,3885315, 13,1027189),
(63,3878025, 13,1058681),
(63,3856289, 13,1236540),
(63,3852459, 13,1264493),
(63,3850289, 13,1280322),
(63,3850179, 13,1281009),
(63,3847114, 13,1299559),
(63,3841282, 13,1328177),
(63,3829284, 13,1374001),
(63,3828007, 13,1379604),
(63,3827377, 13,1381996),
(63,3824558, 13,1392710),
(63,3806676, 13,1460647),
(63,3801849, 13,1478984),
(63,3794367, 13,1507410),
(63,3791792, 13,1516133),
(63,3785662, 13,1535726),
(63,3771111, 13,1567536),
(63,3758226, 13,1584853),
(63,3741810, 13,1603677),
(63,3721845, 13,1625882),
(63,3697302, 13,1651942),
(63,3689874, 13,1660610),
(63,3668386, 13,1686570),
(63,3666085, 13,1689955),
(63,3656592, 13,1703413),
(63,3563548, 13,1835581),
(63,3517539, 13,1874921),
(63,3493436, 13,1891742),
(63,3421007, 13,2010146),
(63,3416524, 13,2025503),
(63,3372407, 13,2108862),
(63,3350381, 13,2141023),
(63,3314214, 13,2199168),
(63,3251757, 13,2326095),
(63,3237482, 13,2356226),
(63,3209204, 13,2419429),
(63,3190067, 13,2491815),
(63,3176618, 13,2557364),
(63,3160706, 13,2641315),
(63,3155223, 13,2681477),
(63,3154172, 13,2697039),
(63,3153456, 13,2706922),
(63,3153018, 13,2716190),
(63,3152499, 13,2725146),
(63,3151868, 13,2735400),
(63,3133951, 13,2978241),
(63,3129542, 13,3195548),
(63,3128936, 13,3234147),
(63,3128641, 13,3262936),
(63,3128876, 13,3277971),
(63,3132172, 13,3351611),
(63,3144620, 13,3413355),
(63,3161453, 13,3463948),
(63,3207193, 13,3594941),
(63,3228676, 13,3671661),
(63,3231125, 13,3679188),
(63,3253656, 13,3776251),
(63,3254571, 13,3781750),
(63,3264044, 13,3836949),
(63,3295733, 13,4017214),
(63,3315975, 13,4090596),
(63,3336801, 13,4155370),
(63,3352421, 13,4233048),
(63,3362822, 13,4277615),
(63,3385759, 13,4376951),
(63,3392511, 13,4410015),
(63,3408036, 13,4452618),
(63,3414851, 13,4470281),
(63,3418726, 13,4480176),
(63,3421171, 13,4486319),
(63,3437781, 13,4527682),
(63,3446764, 13,4551030),
(63,3455068, 13,4582146),
(63,3456331, 13,4617541),
(63,3454994, 13,4630006),
(63,3438481, 13,4693344),
(63,3430432, 13,4719508),
(63,3424359, 13,4738711),
(63,3418359, 13,4764581),
(63,3417925, 13,4767590),
(63,3414902, 13,4795486),
(63,3413365, 13,4831871),
(63,3413274, 13,4834003),
(63,3407290, 13,4886732),
(63,3395843, 13,4931782),
(63,3364366, 13,5067128),
(63,3352475, 13,5163484),
(63,3345664, 13,5179678),
(63,3343759, 13,5183668),
(63,3339601, 13,5192078),
(63,3321129, 13,5229876),
(63,3318478, 13,5235406),
(63,3309641, 13,5254137),
(63,3291323, 13,5298186),
(63,3284086, 13,5317891),
(63,3275699, 13,5337811),
(63,3265290, 13,5361421),
(63,3264691, 13,5362601),
(63,3253506, 13,5383071),
(63,3239705, 13,5409147),
(63,3234831, 13,5420647),
(63,3219300, 13,5482972),
(63,3206902, 13,5545736),
(63,3204131, 13,5559485),
(63,3187961, 13,5668719),
(63,3180045, 13,5731491),
(63,3172344, 13,5783121),
(63,3166459, 13,5822203),
(63,3159268, 13,5868881),
(63,3150503, 13,5920320),
(63,3141735, 13,5955198),
(63,3134861, 13,5978713),
(63,3130929, 13,5991643),
(63,3109405, 13,6068199),
(63,3104624, 13,6094242),
(63,3102532, 13,6107411),
(63,3097391, 13,6138725),
(63,3088849, 13,6297322),
(63,3089912, 13,6314008),
(63,3091854, 13,6343089),
(63,3093005, 13,6361739),
(63,3094194, 13,6380693),
(63,3097897, 13,6424004),
(63,3103327, 13,6459779),
(63,3106671, 13,6480481),
(63,3106959, 13,6482393),
(63,3111747, 13,6534543),
(63,3106797, 13,6648189),
(63,3106762, 13,6657719),
(63,3106242, 13,6691758),
(63,3105514, 13,6740245),
